book_id,title,average_rating,isbn,ratings_count,publisher
15930,Wokini: A Lakota Journey to Happiness and Self-Understanding,3.57,1561706604,253,Hay House
15931,The Notebook (The Notebook  #1),4.09,0553816713,1090603,Bantam
15937,À tout jamais,4.17,2266111108,186,Pocket
15948,Weg der Träume,4.03,3453861906,8,Heyne
15952,Noches de tormenta,3.84,8496544141,22,Roca Editorial
15956,True Believer,3.8,0446532436,896,Warner Books
15957,The Patron Saint of Liars,3.8,1841150509,25342,HarperCollins Publishers
15962,Because It Is Bitter  and Because It Is My Heart,3.89,0452265819,2690,Plume
15966,The Female of the Species: Tales of Mystery and Suspense,3.62,0156030276,1009,Mariner Books
15967,The Falls,3.58,0060722290,8278,Harper Perennial
15971,The Assignation: Stories,3.8,0880014407,337,PerfectBound
15972,The Gravedigger's Daughter,3.55,0061236829,7518,Ecco
15973,Middle Age: A Romance,3.58,0060934905,1650,Ecco
15974,Black Water,3.54,0452269865,5513,Plume
15975,Blonde,3.99,2253152854,6903,Le Livre de Poche
15977,The Museum of Dr. Moses: Tales of Mystery and Suspense,3.4,0151015317,778,Houghton Mifflin Harcourt
15981,A Garden of Earthly Delights (Wonderland Quartet  #1),3.84,0812968344,1448,Modern Library
15997,Paradise Lost,3.82,0140424393,113473,Penguin Classics
16004,Paradise Lost,3.82,019280619X,269,Oxford University Press
16005,Paradise Lost,3.82,0393924289,1909,W. W. Norton & Company
16006,Paradise (Second Opportunities  #1),4.31,0743474163,27430,Pocket Books
16007,Last Train to Paradise: Henry Flagler and the Spectacular Rise and Fall of the Railroad that Crossed an Ocean,4.03,1400049474,1776,Broadway Books
16014,Milton's Paradise Lost,3.82,1841932515,118,Booksales
16021,The Trouble with the Pears: An Intimate Portrait of Erzsebet Bathory,2.55,1425910394,33,Authorhouse
16033,Mary Queen of Scotland and The Isles,4.05,0312155859,11523,St. Martin's Griffin
16035,When the Elephants Dance,4.03,0142002887,2627,Penguin Books
16047,A Thread of Grace,4.02,0449004139,11782,Ballantine Books
16051,The Piano Shop on the Left Bank: Discovering a Forgotten Passion in a Paris Atelier,3.95,0375758623,4151,Random House Trade
16059,The Dive From Clausen's Pier,3.42,0375727132,19844,Vintage
16063,The Dive from Clausen's Pier,3.42,0749933631,60,Piatkus
16074,A Dubious Codicil,3.25,0701130644,3,Random House UK Distribution
16076,The Awakening and Selected Stories,3.92,0743487672,9459,Simon  Schuster
16077,Complete Novels and Stories,4.28,1931082219,506,Library of America
16085,Beowulf & Grendel: The Truth Behind England's Oldest Legend,3.57,1842931539,47,Watkins Publishing
16091,Grendel: Devil by the Deed,4.08,159307736X,539,Dark Horse Comics
16093,Fuselfieber,3.79,3453198255,14,Diana TB
16102,Mi vida en rose,3.99,8497934903,5,Debolsillo
16111,A Dance to the Music of Time: 4th Movement (A Dance to the Music of Time  #10-12),4.22,0226677184,1145,University of Chicago Press
16112,Anthony Powell: A Life,3.72,1585677108,39,Harry N. Abrams
16113,A Dance to the Music of Time: 1st Movement (A Dance to the Music of Time  #1-3),3.95,0226677141,3817,University of Chicago Press
16114,A Dance to the Music of Time: 3rd Movement (A Dance to the Music of Time  #7-9),4.26,0226677176,1289,University of Chicago Press
16115,A Dance to the Music of Time: 2nd Movement (A Dance to the Music of Time  #4-6),4.29,0226677168,1237,University of Chicago Press
16121,Titan: The Life of John D. Rockefeller  Sr.,4.2,1400077303,15971,Vintage
16130,Alexander Hamilton,4.23,0143034758,97099,Penguin Books
16131,The House of Morgan: An American Banking Dynasty and the Rise of Modern Finance,4.07,0802138292,5110,Grove Press
16141,Ego and Hubris: The Michael Malice Story,3.67,0345479394,390,Ballantine Books
16148,Empire of the Senseless,3.49,0802131794,1487,Grove Press
16151,Great Expectations,3.59,0802131557,740,Grove Press
16172,Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer  Adviser to Kings  Ally of Lawrence of Arabia,3.92,1400096197,2944,Anchor
16175,Queen of the Scene,4.06,0060778563,94,HarperCollins
16176,The Red Queen: Sex and the Evolution of Human Nature,4.04,0060556579,13491,Harper Perennial (HarperCollins)
16177,The Sweet Potato Queens' Big-Ass Cookbook (and Financial Planner),4.02,060980877X,1958,Three Rivers Press (CA)
16178,Dairy Queen (Dairy Queen  #1),3.74,0618683070,25441,Houghton Mifflin
16179,Sex with the Queen: 900 Years of Vile Kings  Virile Lovers  and Passionate Politics,3.91,0060846739,3808,William Morrow
16180,The Boleyn Inheritance (The Plantagenet and Tudor Novels  #10),3.87,0743272501,68763,Atria Books
16181,The Constant Princess (The Plantagenet and Tudor Novels  #6),3.9,0743272498,136931,Washington Square Press
16182,The Favored Child (The Wideacre Trilogy  #2),3.62,0743249305,9643,Washington Square Press
16183,The Virgin's Lover (The Plantagenet and Tudor Novels  #13),3.71,0743269268,43749,Washington Square Press
16184,Virgin Earth  (Tradescant  #2),3.62,0743272536,4469,Washington Square Press
16185,The Wise Woman,3.32,0006514642,6774,HarperCollins Publishers
16186,Meridon (The Wideacre Trilogy  #3),3.68,0743249313,8842,Washington Square Press
16187,The Little House,3.68,0006496431,1910,HarperCollins Publishers
16188,Wideacre  (The Wideacre Trilogy  #1),3.3,0743249291,18944,Washington Square Press
16191,Un café lejos de aquí,3.84,8496454339,8,Tropismos
16192,You Can't Be Neutral on a Moving Train: A Personal History of Our Times,4.3,0807071277,2543,Beacon Press
16193,Declarations of Independence: Cross-Examining American Ideology,4.26,0060921080,732,Harper Perennial
16199,Citas Celestiales,3.16,8489367159,1,Umbriel
16200,Ella Minnow Pea: A Novel in Letters,3.85,0385722435,23926,Anchor
16205,Daisy Miller and Other Stories,3.52,0192835432,558,Oxford University Press
16208,The Turn of the Screw/Daisy Miller,3.61,0440391547,959,Laurel
16213,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,4.12,0385495226,85408,Anchor Books
16214,The Hot Zone: The Chilling True Story of an Ebola Outbreak,4.12,0552143030,163,Corgi
16228,Gardening with a Wild Heart: Restoring California's Native Landscapes at Home,4.29,0520251741,12,University of California Press
16229,Teacher's Pet (Wild at Heart  #7),4.05,1584850558,170,American Girl Publishing Inc
16230,Homeless (Wild at Heart  #2),4.06,1584850450,415,American Girl Publishing Inc
16234,Hear the Wind Blow,4.07,0618181903,266,Clarion Books
16243,Case Histories (Jackson Brodie #1),3.83,0316010707,67271,Back Bay Books
16245,Three Case Histories,3.9,0684829452,622,Touchstone
16267,Michael Tolliver Lives (Tales of the City  #7),3.93,0060761350,583,Harper
16268,Back to Barbary Lane: The Tales of the City Omnibus (Tales of the City  #4-6),4.44,0060166495,514,Harper
16271,The Intuitionist,3.68,0385493002,7473,Anchor Books
16276,John Henry Days,3.65,0385498209,1940,Anchor
16280,Why Are All The Black Kids Sitting Together in the Cafeteria?: A Psychologist Explains the Development of Racial Identity,4.21,0465083617,9845,Basic Books
16285,The Custard Kid (Black Cats),4.4,0713659890,5,A & C Black (Childrens books)
16286,The Magus,4.05,0316296198,38247,Back Bay Books
16291,The Magus of Freemasonry: The Mysterious Life of Elias Ashmole—Scientist  Alchemist  and Founder of the Royal Society,4.1,1594771227,28,Inner Traditions
16292,The Myth of the Magus (Canto Original),3.73,0521437776,27,Cambridge University Press
16297,Cards on the Table (Hercule Poirot  #15),3.92,0425205959,25236,Berkley
16298,A Murder Is Announced (Miss Marple  #5),3.98,1579126294,33195,Black Dog & Leventhal Publishers
16299,And Then There Were None,4.26,0312330871,625767,St. Martin's Press
16300,Sleeping Murder (Miss Marple  #13),3.95,0002317850,19657,Dodd Mead; 1st edition (September 1976)
16301,Agatha Christie: An Autobiography,4.27,0006353282,4296,HarperCollins
16304,Murder on the Orient Express (Hercule Poirot  #10),4.17,0425200450,145660,Berkley
16305,Evil Under the Sun (Hercule Poirot  #24),3.97,1579126286,36334,Black Dog & Leventhal Publishers
16307,Hallowe'en Party (Hercule Poirot  #39),3.66,0007120680,20656,Harper
16312,One  Two  Buckle My Shoe (Hercule Poirot  #23),3.76,1572703857,14388,HarperCollins Publishers
16313,A Caribbean Mystery,3.8,1572705493,49,Audiogo
16315,Crooked House,4.04,031298166X,24849,Minotaur Books
16319,The Body in the Library (Miss Marple  #3),3.85,157912626X,46454,Black Dog & Leventhal Publishers
16320,Witness for the Prosecution and Selected Plays,4.05,000649045X,3967,HarperCollins Publishers Ltd
16322,The A.B.C. Murders (Hercule Poirot  #13),4.01,1579126243,69806,Black Dog & Leventhal Publishers
16325,Partners in Crime (Tommy and Tuppence #2),3.77,0007111509,10106,HarperCollins Publishers
16328,The Murder of Roger Ackroyd (Hercule Poirot  #4),4.24,1579126278,103149,Black Dog & Leventhal Publishers
16329,Dead Man's Folly (Hercule Poirot  #33),3.79,1572705477,12256,BBC Audiobooks
16330,Poirot's Early Cases: 18 Hercule Poirot Mysteries (Hercule Poirot  #41),3.92,1572704721,5473,AudioGO
16331,Murder at the Vicarage (Miss Marple  #1),4.05,1579126251,121099,Black Dog & Leventhal Publishers
16334,The Listerdale Mystery And Eleven Other Stories,3.56,1572704977,1824,AudioGO
16335,The Mystery of the Blue Train (Hercule Poirot  #6),3.8,1579126952,23274,Black Dog & Leventhal Publishers
16336,The Unexpected Guest: A Play In Two Acts,3.83,0573014671,2813,Samuel French Ltd
16340,After the Funeral,3.87,0002310198,47,HarperCollins
16342,Cat Among the Pigeons (Hercule Poirot  #34),3.83,0425205967,21230,Berkley
16343,The Mysterious Affair at Styles (Hercule Poirot  #1),3.99,0646418432,196377,Deodand
16347,Absent in the Spring and Other Novels (Mary Westmacott Omnibus  #1--Absent in the Spring  Giant's Bread  The Rose and the Yew Tree),4.18,0312273223,97,Minotaur Books
16349,Hercule Poirot's Christmas (Hercule Poirot  #20),3.94,0007120699,26085,HarperCollins Publishers
16352,Black Coffee (Hercule Poirot  #45.5),3.5,0312970072,10356,St. Martin's Paperbacks
16357,Hercule Poirot's Christmas: A BBC Radio 4 Full-Cast Dramatisation,3.94,0563535113,52,BBC Audiobooks
16364,Murder on the Orient Express (Hercule Poirot  #10),4.17,1579126235,1520,Black Dog & Leventhal Publishers
16369,Death on the Nile (Hercule Poirot  #17),4.1,1579126898,674,Black Dog & Leventhal Publishers
16371,Mrs. McGinty's Dead (Hercule Poirot  #30),3.83,0007121008,572,HarperCollins Publishers
16374,The Most of P.G. Wodehouse,4.48,0743203585,1872,Simon & Schuster
16376,Full Moon (Blandings Castle  #7),4.17,1585678368,1860,Harry N. Abrams
16377,How Right You Are  Jeeves (Jeeves  #12),4.17,0743203593,2769,Touchstone
16379,Life With Jeeves (Jeeves  #6  2  & 4),4.39,0140059024,3169,Penguin Books
16384,Spring Fever,4.05,158567575X,483,Harry N. Abrams
16387,Carry On  Jeeves (Jeeves  #3),4.27,1585673927,15598,The Overlook Press
16388,Lord Emsworth and Others (Blandings Castle  #5.5),4.16,1585672777,1099,The Overlook Press
16390,The Mating Season (Jeeves  #9),4.26,1585672319,4616,Harry N. Abrams
16392,Thank You  Jeeves (Jeeves  #5),4.24,1585674346,5700,Harry N. Abrams
16393,Big Money,3.93,014000937X,1117,Penguin Books
16394,Much Obliged  Jeeves,4.23,1585675261,701,Harry N. Abrams
16396,The Inimitable Jeeves (Jeeves  #2),4.24,0140284125,7442,Penguin Books
16398,Thank You  Jeeves,4.24,1572704616,66,AudioGO
16400,Money in the Bank,4.13,1585676578,321,Harry N. Abrams
16401,The Luck of the Bodkins,4.08,1585673366,1290,Harry N. Abrams
16414,Joy in the Morning,4.34,0563557354,49,BBC Audiobooks
16425,The Labours of Hercules (Hercule Poirot  #27),3.78,1572704578,11167,AudioGO
16427,Dead Man's Folly (Hercule Poirot  #33),3.79,0007121075,619,HarperCollins Publishers
16428,Hercule Poirot's Casebook (Hercule Poirot  #42),4.31,0399150218,1865,G.P. Putnam's Sons
16429,The Husband,3.8,0553804790,39604,Bantam
16430,City of Night (Dean Koontz's Frankenstein  #2),3.98,0553587897,1060,Bantam Books
16431,Sole Survivor,3.78,0553589490,23244,Bantam Books
16433,Forever Odd (Odd Thomas  #2),3.97,0553588265,61555,Bantam Books
16435,Life Expectancy,4.01,0553588249,26983,Bantam Books
16441,The Raphael Affair (Jonathan Argyll  #1),3.54,0425178927,102,Berkley Books
16442,The Dream of Scipio,3.73,1573229865,3311,Riverhead Books
16448,Welcome to the Great Mysterious,3.78,0345442741,2432,Ballantine Books
16449,Oh My Stars,3.89,0345468368,5500,Ballantine Books
16450,Your Oasis on Flame Lake,3.59,0449002985,2194,Ballantine Books
16451,Patty Jane's House of Curl,3.86,0804114609,8950,Ivy Books
16452,The Tall Pine Polka / Your Oasis on Flame Lake,3.99,0345487664,177,Ballantine Books
16459,Anne's House Of Dreams,4.14,1406942359,2,Hard Press
16464,Poirot: The Complete Ariadne Oliver  Vol. 2,4.21,0007190689,85,HarperCollins Publishers
16468,The Phantom Tollbooth,4.21,0375806709,871,Random House Books for Young Readers
16477,The Sixth Book of Lost Swords: Mindsword's Story (Lost Swords  #6),3.81,0812511182,1247,Tom Doherty Associates
16478,The Fourth Book of Lost Swords: Farslayer's Story (Lost Swords  #4),3.84,0812552849,1784,Tor Books
16479,Berserkers: The Beginning (Berserkers  #1 & #5),3.7,0671878840,232,Baen
16480,The Last Book of Swords: Shieldbreaker's Story (Lost Swords  #8),3.88,0812505778,1233,Tor Fantasy
16501,Ariadne's Web (Book of the Gods  #2),3.67,0812590465,172,Tor Fantasy
16503,The Arms of Hercules (Book of the Gods  #3),3.7,0812566807,150,Tor Books
16514,Berserker: Blue Death (Berserker  #8),3.71,0812553292,254,Tor Books
16527,Daughter of Fortune,3.91,0061120251,97539,Harper Perennial
16528,My Invented Country: A Nostalgic Journey Through Chile,3.85,006054564X,4844,Harper
16530,Aphrodite: A Memoir of the Senses,3.64,0060930179,3732,Harper Perennial
16532,Of Love and Shadows,3.97,0553383833,17808,Dial Press Trade Paperback
16535,Strange Relations,3.71,1416509348,291,Baen Books
16542,The Black Tower (Philip José Farmer's The Dungeon  #1),3.29,0553273469,515,Spectra Books
16543,Dayworld (Dayworld #1),3.64,0441140017,1315,Ace Books
16544,The Dungeon 2 (Philip José Farmer's The Dungeon  Omnibus Volume 2: Valley of Thunder/Lake of Fire),3.5,0743458532,50,iBooks
16546,Pictures by J.R.R. Tolkien,4.47,0395606489,531,Houghton Mifflin
16547,The J.R.R. Tolkien Handbook: A Comprehensive Guide to His Life  Writings  and World of Middle-Earth,3.72,0801030145,32,Baker Books
16555,Mr. Majeika and the School Trip,3.85,0141303352,50,Puffin
16556,The Infinite Plan,3.72,0060924985,7347,Harper Perennial
16562,Ines of My Soul,3.93,0061161578,62,Harper
16566,Selected Non-Fictions,4.43,0140290117,2059,Penguin Books
16568,The Book of Imaginary Beings,4.09,0143039938,5007,Penguin Books
16569,Ficciones,4.45,1853995908,90,BCP/Duckworth Publishing
16570,This Craft of Verse,4.32,0674008200,811,Harvard University Press
16572,Doyle Brunson's Super System,3.94,1580420818,2080,Cardoza
16575,Color Drawing: Design Drawing Skills and Techniques for Architects  Landscape Architects  and Interior Designers,4.26,0471292451,161,Wiley
16580,The Grail: A Year Ambling & Shambling Through an Oregon Vineyard in Pursuit of the Best Pinot Noir Wine in the Whole Wild World,4.01,0870710931,160,Oregon State University Press
16593,The Coming of the Fairies,3.39,0803266553,208,Bison Books
16595,Vampire Hunter D Volume 06: Pilgrimage of the Sacred and the Profane,4.1,1595821066,844,Digital Manga Publishing / Dark Horse
16596,Vampire Hunter D Volume 05: The Stuff of Dreams,3.99,1595820949,1083,Digital Manga Publishing / Dark Horse
16597,Demon Deathchase (Vampire Hunter D  #3),4.02,1595820310,1506,Digital Manga Publishing / Dark Horse
16598,Vampire Hunter D Volume 04: Tale of the Dead Town,3.92,1595820930,1158,Digital Manga Publishing / Dark Horse
16601,Vampire Hunter D Volume 07: Mysterious Journey to the North Sea - Part One,4.27,1595821074,1062,Digital Manga Publishing / Dark Horse
16602,Coffin: The Art of Vampire Hunter D,4.58,1595820612,596,Dark Horse Books
16604,Paradise Lost and Paradise Regained,4.08,0451527925,329,Signet Classics
16605,Paradise Lost,3.82,0872207331,328,Hackett Publishing Company  Inc.
16609,Leviathan,3.7,0872201775,500,Hackett Publishing Company  Inc.
16616,The Book of Leviathan,4.16,1585670987,631,Harry N. Abrams
16619,Democracy in America,4.02,0140447601,18925,Penguin Classics
16621,Democracy in America,4.02,0226805360,390,University of Chicago Press
16627,Magic Carpet Ride: The Autobiography of John Kay and Steppenwolf,4.1,1550821083,10,Quarry Press
16630,Steppenwolf Theatre Company : Twenty-Five Years of an Actor's Theater,4.25,1570715831,8,Sourcebooks
16634,The Glass Bead Game,4.11,0312278497,24967,Picador
16640,The Sorrows of Young Werther,3.67,0812969901,45626,Modern Library
16641,The Sorrows of Young Werther and Selected Writings,3.8,0451529626,971,Signet Classics
16642,The Sorrows of Young Werther,3.67,159569045X,16,MONDIAL
16647,The Dream Master,3.64,0575073438,12,Gollancz
16649,The Queen's Necklace,3.61,0380789116,99,Harper Voyager
16653,Goblin Moon (The Goblin Moon Duology #1),3.79,0441294278,244,Ace
16654,The Work of the Sun (The Green Lion Trilogy #3),4.0,0441909116,157,Ace
16656,The Castle of  the Silver Wheel,3.94,0441092756,89,Ace
16669,China and Japan (Myths and Legends),3.52,0517604469,23,Crescent
16670,A Madman Dreams of Turing Machines,3.68,1400040302,1136,Alfred A. Knopf
16675,Turing and the Universal Machine: The Making of the Modern Computer,3.33,1840462507,56,Totem Books
16677,Ad Infinitum... The Ghost in Turing's Machine: Taking God Out of Mathematics and Putting the Body Back In. An Essay in Corporeal Semiotics,4.06,0804721289,17,Stanford University Press
16681,Heart of Darkness,3.42,1599869500,1363,Filiquarian Publishing  LLC.
16682,Rocket Ship Galileo (Heinlein's Juveniles  #1),3.71,044101237X,6329,Ace
16683,Tunnel in the Sky (Heinlein's Juveniles  #9),3.94,1416505512,10249,Pocket Books
16685,The Cat Who Walks Through Walls (The World As Myth),3.7,0441094996,19427,Ace Books
16686,The Fantasies of Robert A. Heinlein,3.9,0312875576,788,Tor Books
16689,Citizen of the Galaxy,3.99,1416505520,11800,Pocket Books: Gallery Books
16690,The Moon is a Harsh Mistress,4.17,0340837942,93782,Hodder & Stoughton
16692,Roverandom,3.87,0395957990,471,Houghton Mifflin Harcourt
16697,The Mysteries of Pittsburgh,3.64,0060790598,21823,Harper Perennial
16702,Summerland,3.55,0786816155,619,Miramax
16703,The Yiddish Policemen's Union,3.71,0007149824,53300,HarperCollins
16710,The Toy Maker: The Life and Times of Inventor Frank Hornby,3.0,0091895812,1,Ebury Press
16713,The Disappointment Artist,3.63,1400076811,1613,Vintage
16716,The Wall of the Sky  the Wall of the Eye,3.67,0156032481,1158,Mariner Books
16717,You Don't Love Me Yet,2.81,038551218X,3854,Doubleday Books
16718,Gun  With Occasional Music,3.77,0156028972,8141,Mariner Books
16720,As She Climbed Across the Table,3.67,0375700129,4488,Vintage
16721,Living With the Passive-Aggressive Man,4.03,0671870742,208,Touchstone
16726,Cypress Gardens (Images of America: Florida),3.0,073854339X,5,Arcadia Publishing (SC)
16728,The Organized Student: Teaching Children the Skills for Success in School and Beyond,3.82,0743270207,222,Touchstone
16729,Beach Music,4.15,0553381539,38496,Dial Press
16734,Der Gesang Des Meeres. Beach Music,4.15,340412801X,7,Lübbe
16735,The Prince of Tides,4.24,0553381547,178717,Dial Press Trade Paperback
16739,Blessings,3.91,0440243254,2562,Dell
16761,Seven Complete Perry Mason Novels - The Case Of: The Foot-Loose Doll / The Glamorous Ghost / The Long-Legged Models / The Lucky Loser  The Screaming Woman / The Terrified Typist / The Waylaid Wolf,4.01,0517293633,76,Random House Value Publishing
16763,The Case of the Glamorous Ghost (Perry Mason),3.89,0345437861,604,Fawcett Books
16767,The Case of the Half-Wakened Wife,3.88,034537147X,435,Fawcett
16776,I Dreamed I Married Perry Mason (A Cece Caruso Mystery  #1),3.47,0060581069,788,Avon
16779,The Case of the Terrified Typist (Perry Mason #49),3.75,034591483X,591,Ballantine Books
16782,The Case of the Curious Bride (Perry Mason Mystery),3.87,0345437837,1559,Fawcett
16788,Fragile Things: Short Fictions and Wonders,4.0,0060515228,45473,William Morrow
16789,The Good Fairies of New York,3.51,1933368365,4343,Soft Skull Press
16790,Smoke and Mirrors: Short Fiction and Illusions,4.04,0380789027,53464,Avon Books
16791,Death: The High Cost of Living,4.19,1852864982,38276,Titan Books
16793,Stardust,4.08,0061142026,283274,Harper Perennial
16794,The Facts in the Case of the Departure of Miss Finch,3.54,1593076673,2038,Dark Horse Books
16798,The Diagnosis,2.86,0375725504,898,Vintage
16799,The Best American Science Writing 2002,3.85,0060936509,67,Harper Perennial
16802,The Complete Poetry,4.06,0385023510,3418,Anchor
16803,The Complete Poems and Major Prose,4.18,0872206785,914,Hackett Publishing Company  Inc.
16806,The Man and the Author: John Milton: Twentieth Century Perspectives,0.0,0415940478,0,Routledge
16807,The Major Works,4.24,019280409X,285,Oxford University Press
16809,Christopher and His Kind,4.11,0816638632,2261,Univ Of Minnesota Press
16813,The Condor And The Cows: A South American Travel Diary,3.8,0816639825,45,Univ Of Minnesota Press
16842,A Single Man,4.1,0816638624,17451,Univ Of Minnesota Press
16844,Christopher et son monde  1929-1939,4.11,2010080874,1,Hachette Littérature
16857,The Love of the Last Tycoon,3.65,0020199856,7135,Scribner
16874,About This Life,4.13,186046565X,595,The Harvill Press
16878,Arctic Dreams,4.21,0375727485,5155,Vintage
16879,Field Notes: The Grace Note of the Canyon Wren,4.13,1400075122,323,Vintage
16881,The Rediscovery of North America,4.06,0679740996,245,Vintage
16886,Deadly Feasts: Tracking the Secrets of a Terrifying New Plague,4.0,0684844257,1121,Simon  Schuster
16887,How to Write: Advice and Reflections,3.87,0688149480,162,William Morrow Paperbacks
16888,John James Audubon,4.13,037571393X,460,Vintage
16891,Masters of Death: The SS-Einsatzgruppen and the Invention of the Holocaust,4.05,0375708227,1864,Vintage
16892,A Hole in the World: An American Boyhood,3.9,0700610383,182,University Press of Kansas
16893,The Crack-Up,3.92,0811212475,2477,New Directions Publishing Corporation
16894,Walden & Resistance to Civil Government (Critical Edition),3.95,0393959058,233,W.W. Norton & Company
16895,Collected Essays and Poems,4.22,1883011957,328,Library of America
16897,The Portable Thoreau,4.18,0140150315,666,Penguin Books
16898,True Harvest: Readings From Henry David Thoreau For Every Day Of The Year,4.75,1558964908,8,Skinner House Books
16900,Civil Disobedience and Other Essays,4.06,1420925229,13736,Digireads.com
16902,Walden,3.79,0691096120,128351,Princeton University Press
16908,Interrupted Music: The Making of Tolkien's Mythology,4.21,0873388240,131,Kent State University Press
16918,Touchy and Feely (Sissy Sawyer  #1),3.37,072789160X,86,Severn House Publishers
16919,Prey,3.83,0843946334,812,Leisure Books
16920,Hidden World,3.47,0727859625,58,Severn House Publishers
16921,The House That Jack Built,3.88,0843947462,1596,Leisure Books
16928,The Riverside Milton,4.26,0395809991,772,Cengage Learning
16940,How to Read a Poem,3.73,1405151412,445,Wiley-Blackwell
16944,The Gatekeeper: A Memoir,3.78,0312316135,96,St. Martin's Griffin
16946,The Ideology of the Aesthetic,4.11,0631163026,265,Basil Blackwell (Cambridge  MA/Oxford)
16947,Marxism and Literary Criticism,3.89,0415285844,646,Routledge
16948,Children of God (The Sparrow  #2),4.06,044900483X,15158,Ballantine Books
16951,When the Lion Feeds (Courtney  #1),4.19,0312940661,10311,St. Martin's Paperbacks
16954,Birds of Prey (Courtney #9),4.19,0312317115,8082,St. Martin's Griffin
16961,Alberic the Wise,3.73,0887082432,103,Picture Book Studio Ltd
16963,The Hello  Goodbye Window,3.87,0786809140,8898,Little  Brown Books for Young Readers
16965,The Dot and the Line: A Romance in Lower Mathematics,4.34,0394733525,57,Random House
16966,Le Royaume fantôme,4.21,2013218478,3,Hachette Jeunesse
16967,1632,4.04,1416532811,8406,Baen Books
16968,Lützen 1632 : climax of the Thirty Years war,3.56,1855325527,15,Osprey Publishing
16982,Marvels,4.22,0785100490,23519,Marvel Comics
16986,Marvels,4.22,0785113886,146,Marvel Comics Group
16987,Superman: Back in Action,3.21,1401212638,140,DC Comics
16989,Spider-Man: Saga of the Sandman,3.43,0785124977,46,Marvel
16991,Superman: Up  Up  and Away!,3.94,1401209548,1681,DC Comics
16992,Kingdom Come,4.25,1563893304,47513,DC Comics
16993,Fantastic Four  Volume 2,3.92,078511775X,96,Marvel Comics Group
16994,The Flash: Dead Heat,3.93,1563896230,216,DC Comics
16995,Fantastic Four  Volume 3,3.95,0785120114,118,Marvel Comics Group
16996,Underworld Unleashed,3.12,1563894475,111,DC Comics
16999,Fantastic Four  Vol 5: Disassembled,3.28,0785115366,192,Marvel Comics Group
17005,Devilish,3.46,1595140603,4782,Razorbill
17007,The Devilish Pleasures of a Duke (Boscastle  #6),3.99,0345487621,938,Ballantine Books
17011,A Devilish Dilemma,4.02,0821758268,54,Zebra
17015,Paranoid Park,3.63,0670061182,1109,Viking Books
17018,Notes on a Scandal,3.71,0141012250,1154,Penguin
17020,13 Little Blue Envelopes (Little Blue Envelope  #1),3.64,0060541431,70689,HarperCollins Publishers
17022,My Ishmael (Ishmael  #3),4.07,0553379658,8654,Bantam
17026,Ishmael (Star Trek: The Original Series  #23),3.93,0671743554,1485,Pocket Books
17027,Mumbo Jumbo,3.82,2879291488,34,Éditions de L'Olivier
17030,Flatland,3.82,0192805983,314,Oxford University Press
17031,Flatland,3.82,190398517X,14,Basic Books
17032,Flatland: A Romance of Many Dimensions,3.82,1406503436,11,Dodo Press
17035,Flatland: A Romance of Many Dimensions,3.82,1419120026,4,Kessinger Publishing
17039,Flatterland,3.71,0330393774,24,Pan Publishing
17040,American Government: Continuity and Change,2.83,0321209184,1,Longman Publishing Group
17043,Essentials of American Government: Continuity and Change,3.5,032127623X,4,Longman Publishing Group
17045,American Government: Continuity and Change  Texas Edition,2.83,0321365607,0,Longman Publishing Group
17054,Stardust of Yesterday (de Piaget  #9; de Paiget/MacLeod  #1),4.09,042518238X,3709,Berkley Publishing
17056,Moonage Daydream: The Life & Times of Ziggy Stardust,4.3,0789313502,450,Universe
17057,From Sawdust to Stardust: The Biography of DeForest Kelley,4.08,0743457625,185,Gallery Books
17059,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide  #1),4.22,1400052939,212,Crown Publishing Group (NY)
17061,Coraline,4.06,0061139378,403622,William Morrow Paperbacks
17067,Jurassic Park Institute Dinosaur Field Guide,4.15,0375812938,2,Random House Children's Books
17075,Lost World of Agharti: The Mystery of Vril Power,3.84,0285633147,24,Souvenir Press
17085,I Am the Blues: The Willie Dixon Story,4.02,0306804158,61,Da Capo Press
17098,Isaac Newton,3.84,1400032954,5495,Vintage
17112,Things Fall Apart: An Adapted Classic,3.66,0130235016,43,Globe
17116,The Stranger,3.98,0394700023,1493,Vintage
17118,Having Our Say: The Delany Sisters' First 100 Years,4.02,0822215020,81,Dramatists Play Service
17122,Retrospective  1964-1984,4.35,1883398290,115,Morpheus International
17123,Handmaid's Tale,4.11,0860688666,400,Virago Press Ltd
17125,One Day in the Life of Ivan Denisovich,3.95,0374529523,73577,Farrar  Straus and Giroux
17133,The Two-Mile Time Machine: Ice Cores  Abrupt Climate Change  and Our Future,3.98,0691102961,143,Princeton University Press
17142,Collected Essays: Notes of a Native Son / Nobody Knows My Name / The Fire Next Time / No Name in the Street / The Devil Finds Work / Other Essays,4.61,1883011523,1495,Library of America (NY)
17149,Love and Louis XIV: The Women in the Life of the Sun King,3.9,0385509847,5680,Nan A. Talese
17150,My Ántonia (Great Plains Trilogy  #3),3.79,1583485090,91539,New Millennium Library
17151,Marie Antoinette: The Journey,3.93,0385489498,1102,Anchor
17152,My Antonia (Great Plains trilogy #3),3.79,0743487699,5985,Pocket Books
